FID,ogc_fid,bld_pid,dt_create,dt_mod,capt_date,bld_rv_dt,bld_src,qual_class,loc_pid,state,add_count,sp_adj,sp_rv_dt,solar_p,solp_rv_dt,plan_zone,roof_hgt,eave_hgt,grd_elev,grd_el_src,pr_rf_mat,roof_type,roof_clr,mb_code,num_vert,area,volume,bld_gm_qlt,cntrd_long,cntrd_lat,est_lev,roof_shape,tree_overh,wkb_geometry
geoscape_melbourne_buildings_jun22.4562090,4562090,bldda6dd3809bad,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,52.65,50.95,11.68,5m,Flat Concrete,Moderate pitch or complexity,#D7DCD4,20664901000,6,448.09,23591.47,,144.95305,-37.81523,17,Hipped,No,"POLYGON ((-37.815370011 144.953198375, -37.815406477 144.95307160500002, -37.815200790000006 144.95297760600002, -37.815211744 144.952939499, -37.815124129000004 144.952899457, -37.81507671 144.953064345, -37.815370011 144.953198375))"
geoscape_melbourne_buildings_jun22.4562115,4562115,bld73578e31f32b,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,No,2021-04-04,Special Use,21.05,21.05,17.51,5m,Flat Concrete,Flat,#DAD8C6,20393870000,8,27.45,577.81,,144.95289,-37.8132,6,Flat,No,"POLYGON ((-37.813212889 144.95294543600002, -37.813225185 144.95290159, -37.813213905000005 144.952896563, -37.813225386 144.952855636, -37.813210464 144.952848983, -37.813201763 144.95284511100002, -37.813199999000005 144.952851419, -37.813177995000004 144.952929895, -37.813212889 144.95294543600002))"
geoscape_melbourne_buildings_jun22.4562118,4562118,blddb2963477b3f,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,294,No,2021-04-04,No,2021-04-04,Special Use,27.84,26.14,9.21,5m,Flat Concrete,Moderate pitch or complexity,#DEDACD,20393800000,4,149.93,4173.33,,144.95448,-37.81863,8,Hipped,No,"POLYGON ((-37.818800541 144.954582659, -37.81881201 144.95454307100002, -37.8184701 144.954385618, -37.818458631000006 144.954425206, -37.818800541 144.954582659))"
geoscape_melbourne_buildings_jun22.4562132,4562132,bldf499757afd85,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,44,No,2021-04-04,No,2021-04-04,Special Use,16.6,14.9,19.42,5m,Flat Concrete,Moderate pitch or complexity,#232C25,20392890000,4,49.73,825.35,,144.95472,-37.81329,5,Hipped,No,"POLYGON ((-37.813240056000005 144.954938856, -37.813364514 144.95451842100002, -37.813353893000006 144.954513421, -37.813229435000004 144.954933856, -37.813240056000005 144.954938856))"
geoscape_melbourne_buildings_jun22.4562134,4562134,bld5bf905e06fb3,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,No,2021-04-04,Special Use,10.82,10.82,17.64,5m,Flat Concrete,Flat,#CACABC,20393870000,18,334.62,3438.7,,144.95309,-37.8131,2,Flat,No,"POLYGON ((-37.813198751 144.953187098, -37.813169331000005 144.95310798600002, -37.813094022 144.95290539500002, -37.813099851000004 144.952884594, -37.813091005000004 144.952880658, -37.813112949 144.952802389, -37.813032191000005 144.952766407, -37.813069034 144.952872348, -37.813065241000004 144.95288588, -37.813087528000004 144.952924794, -37.813104063000004 144.95296771900001, -37.813093387 144.953008861, -37.813070261 144.953046077, -37.813076029 144.95306785300002, -37.813016054 144.95326842100002, -37.813000849000005 144.95329002600002, -37.812999676000004 144.953302917, -37.813128637000005 144.953227894, -37.813198751 144.953187098))"
geoscape_melbourne_buildings_jun22.4562143,4562143,bld9dfc327229c5,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,13,No,2021-04-04,No,2021-04-04,Special Use,10.89,9.19,20.41,5m,Flat Concrete,Moderate pitch or complexity,#B8B8AD,20664852000,8,265.36,2890.37,,144.9595,-37.81653,2,Hipped,No,"POLYGON ((-37.816464512 144.959661677, -37.816459022000004 144.959680845, -37.816511115000004 144.95970451600002, -37.816614565 144.95934281, -37.816561654000004 144.95931875300002, -37.816556616 144.95933638600002, -37.81654151 144.959329532, -37.816448588 144.959654437, -37.816464512 144.959661677))"
geoscape_melbourne_buildings_jun22.4562145,4562145,bld1d040137e6ec,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,653,No,2021-04-04,No,2021-04-04,Special Use,89.39,89.39,23.02,5m,Flat Concrete,Flat,#D3DACF,20664770000,28,894.95,70497.18,,144.95688,-37.8147,29,Flat,No,"POLYGON ((-37.81491425 144.956704312, -37.814893805000004 144.95669509500001, -37.814625709000005 144.956574283, -37.814558018 144.956812973, -37.814526571 144.956923823, -37.814510487 144.956980541, -37.814615556 144.957027888, -37.814647473 144.95704227500002, -37.814682923 144.957058257, -37.814705303000004 144.957068341, -37.814799019000006 144.95711057100002, -37.814848139000006 144.956937404, -37.81491425 144.956704312), (-37.814757433000004 144.956666162, -37.814865972 144.956715083, -37.814823036 144.956866485, -37.814820184000006 144.956865201, -37.814805186 144.95691805, -37.814792943 144.95691253700002, -37.814805333 144.956868836, -37.814775014000006 144.95685517700002, -37.814777452 144.956846613, -37.814714327000004 144.95681816, -37.814651265 144.95678973900002, -37.81464814 144.956800764, -37.814616759 144.95678662400002, -37.814605201 144.95682739400002, -37.814585910000005 144.95681870200002, -37.814643707 144.956614909, -37.814757433000004 144.956666162))"
geoscape_melbourne_buildings_jun22.4562157,4562157,bld9379b522852a,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,No,2021-04-04,Special Use,28.42,28.42,7.13,5m,Flat Concrete,Moderate pitch or complexity,#E4E2D1,20664300000,7,176.07,3271.75,,144.96372,-37.81586,8,Hipped,Yes,"POLYGON ((-37.815950361000006 144.963701211, -37.815853708000006 144.963656781, -37.815801802 144.963632921, -37.815786980000006 144.96368414, -37.815770832000005 144.963739951, -37.815919391 144.963808242, -37.815935540000005 144.96375244200001, -37.815950361000006 144.963701211))"
geoscape_melbourne_buildings_jun22.4562160,4562160,bldab8fadaaa645,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,5,No,2021-04-04,No,2021-04-04,Special Use,17.02,15.32,16.36,5m,Flat Concrete,Steep pitch or high complexity,#232527,20664450000,5,113.57,1932.72,,144.96769,-37.81319,5,Hipped,No,"POLYGON ((-37.813287035 144.967771492, -37.813301722000006 144.96772121, -37.813202273 144.967675058, -37.813098201 144.96762676100002, -37.813083515 144.967677043, -37.813287035 144.967771492))"
geoscape_melbourne_buildings_jun22.4562161,4562161,bldd846b8d5d55c,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,21,No,2021-04-04,No,2021-04-04,Special Use,51.79,51.79,4.24,5m,Metal,Flat,#C1BFAD,20393721000,18,1851.18,48275.82,,144.96594,-37.8181,17,Flat,No,"POLYGON ((-37.818414621 144.965022833, -37.818328744000006 144.964983511, -37.818303069 144.965072643, -37.818235114000004 144.965308493, -37.818056498000004 144.965928443, -37.818139013 144.96596622200002, -37.818115743 144.96604697200002, -37.818074440000004 144.96619032200002, -37.818046664 144.966286736, -37.817964148 144.966248957, -37.817773139 144.966911911, -37.817835471 144.96694045200002, -37.817873631000005 144.966957922, -37.817918259 144.96680303000002, -37.817934881 144.966745354, -37.818335606000005 144.965354502, -37.818403561000004 144.965118652, -37.818429236 144.96502952, -37.818414621 144.965022833))"
geoscape_melbourne_buildings_jun22.4562164,4562164,bld8db41bfe52ee,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,13,No,2021-04-04,No,2021-04-04,Special Use,59.99,59.92,19.56,5m,Flat Concrete,Flat,#E0E5E0,20664852000,8,735.84,39633.69,,144.95956,-37.81665,20,Flat,No,"POLYGON ((-37.816798774000006 144.95942652600002, -37.816782297 144.959419039, -37.816641015 144.95935482800002, -37.816614565 144.95934281, -37.816511115000004 144.95970451600002, -37.816537556 144.95971654500002, -37.816678847000006 144.959780757, -37.816695324 144.95978824300002, -37.816798774000006 144.95942652600002))"
geoscape_melbourne_buildings_jun22.4562167,4562167,bld6c734ae87cfb,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,14.82,14.82,28.1,5m,Flat Concrete,Moderate pitch or complexity,#CECCC2,20393500000,24,120.68,1601.93,,144.95917,-37.81407,4,Hipped,No,"POLYGON ((-37.814046218 144.959183859, -37.814119121000004 144.959217009, -37.814170275 144.959038313, -37.814102894 144.95900767, -37.814085798 144.959067403, -37.814107171 144.95907712800002, -37.814084220000005 144.959157311, -37.814062874 144.959147607, -37.814059969000006 144.959157785, -37.81402726 144.95914290800002, -37.81402081 144.95913997300002, -37.814013435 144.959165758, -37.814024608000004 144.95917083400002, -37.814013604 144.959209294, -37.813996397000004 144.95926940500001, -37.814026481 144.959283093, -37.814031146000005 144.959266789, -37.814028085000004 144.959265397, -37.814040627000004 144.95922159, -37.814036022 144.959219491, -37.814046218 144.959183859), (-37.81415431 144.95906973, -37.814123423000005 144.95917766600002, -37.814095982000005 144.95916518800001, -37.814126878 144.959057252, -37.81415431 144.95906973))"
geoscape_melbourne_buildings_jun22.4562172,4562172,bld7f6ad7e8ea9e,2022-03-11,2022-06-22,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,80,No,2021-04-04,No,2021-04-04,Special Use,22.98,21.81,7.89,5m,Flat Concrete,Moderate pitch or complexity,#C2C2BE,20394310000,8,199.65,4587.27,,144.96449,-37.81539,7,Hipped,No,"POLYGON ((-37.81542583 144.964616355, -37.815435683000004 144.964581608, -37.815418271000006 144.964535136, -37.815432025 144.96448675300002, -37.815468909 144.964464815, -37.815477684 144.964433914, -37.815366078000004 144.964383612, -37.815314324 144.964566107, -37.81542583 144.964616355))"
geoscape_melbourne_buildings_jun22.4562175,4562175,bld9986ca4b32e2,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,19,No,2021-04-04,No,2021-04-04,Special Use,50.06,48.36,20.51,5m,Flat Concrete,Moderate pitch or complexity,#273030,20631898610,4,411.1,20579.28,,144.95588,-37.81385,16,Hipped,Yes,"POLYGON ((-37.813943336 144.956015439, -37.813990783 144.955856598, -37.813758847 144.95574652800002, -37.8137114 144.955905368, -37.813943336 144.956015439))"
geoscape_melbourne_buildings_jun22.4562181,4562181,bldb6d815aa343e,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,16,No,2021-04-04,No,2021-04-04,Special Use,29.97,29.97,12.84,5m,Flat Concrete,Flat,#E6E8D4,20393090000,22,1175.18,29924.79,,144.96187,-37.81326,9,Flat,No,"POLYGON ((-37.81346346 144.961791304, -37.813283948000006 144.961707593, -37.813172864 144.961655794, -37.813169171000006 144.961668368, -37.813153691000004 144.961721103, -37.813144356 144.96175291600002, -37.81313578 144.96174891500002, -37.813119309 144.961741235, -37.813090672 144.96172788, -37.813068155 144.961804607, -37.813028074 144.961941168, -37.813112965 144.961980761, -37.813119007000005 144.961960193, -37.813221115000005 144.962007809, -37.813228042000006 144.96198421900002, -37.813255515 144.96199703800002, -37.813248026000004 144.962022552, -37.8133318 144.962061619, -37.813326328 144.96208026300002, -37.813401298 144.962115221, -37.813463897000005 144.96190193200002, -37.813492405000005 144.961804809, -37.81346346 144.961791304))"
geoscape_melbourne_buildings_jun22.4562182,4562182,bld0500fbab20e9,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,28,No,2021-04-04,No,2021-04-04,Special Use,48.54,48.54,20.43,5m,Flat Concrete,Flat,#283336,20631983170,8,748.7,28148.63,,144.96002,-37.81267,16,Flat,Yes,"POLYGON ((-37.812824548 144.959887958, -37.812632767000004 144.959801523, -37.812597249 144.959926725, -37.812559923 144.960058338, -37.812532303000005 144.960155686, -37.812724093 144.96024212100002, -37.812751703 144.960144774, -37.81278965 144.960010974, -37.812824548 144.959887958))"
geoscape_melbourne_buildings_jun22.4562193,4562193,bldaa39b27f37f9,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,18,No,2021-04-04,No,2021-04-04,Special Use,80.42,78.72,3.11,5m,Flat Concrete,Moderate pitch or complexity,#35372B,20393273000,8,256.17,20600.99,,144.95867,-37.81951,26,Hipped,Yes,"POLYGON ((-37.819543564 144.95880895800002, -37.819550471 144.95878423000002, -37.819616588 144.958547591, -37.819621085 144.958531506, -37.819561900000004 144.958505225, -37.819498294 144.95873283100002, -37.819359917 144.95867139, -37.819345993 144.958721236, -37.819543564 144.95880895800002))"
geoscape_melbourne_buildings_jun22.4562204,4562204,bld5262c0280302,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,16,No,2021-04-04,No,2021-04-04,Special Use,16.92,15.45,11.53,5m,Flat Concrete,Moderate pitch or complexity,#8A8B82,20394630000,9,104.9,1735.9,,144.96249,-37.81387,5,Hipped,No,"POLYGON ((-37.813933963000004 144.96235048100002, -37.813947060000004 144.962305864, -37.813826628 144.96224969800002, -37.813813541 144.96229432500002, -37.813858357 144.962315221, -37.813873011000005 144.962322054, -37.813911151 144.962339839, -37.813858814 144.96251814500002, -37.813881626000004 144.96252877400002, -37.813933963000004 144.96235048100002))"
geoscape_melbourne_buildings_jun22.4562212,4562212,bld6263cc7b3f81,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,5,No,2021-04-04,No,2021-04-04,Special Use,4.63,4.63,11.85,5m,Flat Concrete,Flat,#C9C9C3,20664881000,6,15.21,70.45,,144.95516,-37.8172,1,Flat,No,"POLYGON ((-37.817208553 144.955194328, -37.817223968 144.955140159, -37.81720276 144.955130577, -37.817190979 144.95517198000002, -37.817172913 144.955163822, -37.817169287000006 144.955176577, -37.817208553 144.955194328))"
geoscape_melbourne_buildings_jun22.4562238,4562238,bldf90cc358cf64,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,31,No,2021-04-04,No,2021-04-04,Special Use,90.75,89.05,3.9,5m,Flat Concrete,Moderate pitch or complexity,#332C2D,20393271000,5,2515.94,224126.99,,144.95917,-37.81907,30,Hipped,Yes,"POLYGON ((-37.819138287 144.959576816, -37.819330345000004 144.958889469, -37.819011652 144.958747953, -37.818810845 144.95946659700002, -37.819129538000006 144.959608116, -37.819138287 144.959576816))"
geoscape_melbourne_buildings_jun22.4562239,4562239,bldd8d58a81d5d5,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,543,No,2021-04-04,No,2021-04-04,Special Use,93.93,93.93,2.4,5m,Flat Concrete,Moderate pitch or complexity,#E5DCC1,20631989280,26,3342.58,115808.11,,144.95604,-37.82016,31,Hipped,Yes,"POLYGON ((-37.820462281000005 144.95588890000002, -37.820394134000004 144.955858301, -37.820350011 144.95583847900002, -37.820210213 144.95577569600002, -37.819910896 144.955641257, -37.819833135 144.955916403, -37.819773398 144.95612777300002, -37.819794242 144.95613713900002, -37.819861063000005 144.95616715, -37.820006438 144.956232438, -37.820049144 144.956251629, -37.820133784 144.95628963500002, -37.82050041 144.956454302, -37.820560852 144.956240422, -37.820465108 144.95620024500002, -37.820384537 144.956164058, -37.82039666 144.956121122, -37.820431809000006 144.955996722, -37.820466678 144.95601239200002, -37.820497149000005 144.955904559, -37.820462281000005 144.95588890000002), (-37.820165657000004 144.955992568, -37.82014731 144.95605751000002, -37.819937203 144.955963142, -37.819944131 144.955938651, -37.820139379000004 144.95602634000002, -37.820150807000005 144.955985889, -37.820165657000004 144.955992568))"
geoscape_melbourne_buildings_jun22.4562247,4562247,bld6e82248d2f13,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,27,No,2021-04-04,No,2021-04-04,Special Use,33.01,33.01,5.18,5m,Flat Concrete,Moderate pitch or complexity,#999691,20664270000,10,547.35,14210.33,,144.96417,-37.81706,11,Hipped,No,"POLYGON ((-37.817235843 144.96418171800002, -37.817227236 144.96415402, -37.817057192 144.964077355, -37.816944796 144.96402668800002, -37.81693039 144.964077465, -37.81690021 144.96418383900001, -37.816897144 144.964194647, -37.81700954 144.964245325, -37.817181582 144.964322879, -37.817197857000004 144.964315593, -37.817235843 144.96418171800002))"
geoscape_melbourne_buildings_jun22.4562253,4562253,bld1014f54493c5,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,34.01,34.01,13.27,5m,Flat Concrete,Flat,#728492,20664921000,10,83.88,2704.18,,144.95369,-37.81454,11,Flat,No,"POLYGON ((-37.814576716000005 144.95372304600002, -37.814605126000004 144.953624831, -37.814573095 144.953610107, -37.814549165 144.95369284100002, -37.814506995 144.95367345600002, -37.814481741 144.95366184, -37.814467084 144.95371247600002, -37.814463649000004 144.95371287700002, -37.814491838 144.95372584400002, -37.814550431 144.95375277300002, -37.814576716000005 144.95372304600002))"
geoscape_melbourne_buildings_jun22.4562260,4562260,bld6b3eb46a73c6,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,22,No,2021-04-04,No,2021-04-04,Special Use,25.22,25.22,10.1,5m,Flat Concrete,Moderate pitch or complexity,#CFD0C3,20664330000,42,291.59,6790.89,,144.96345,-37.81367,7,Hipped,No,"POLYGON ((-37.813837877000005 144.963571851, -37.813838906 144.96357198200002, -37.813839935000004 144.963572067, -37.813840972 144.96357209500002, -37.813841999000005 144.96357209, -37.813843035000005 144.963572039, -37.81384407 144.96357194200002, -37.813845094 144.9635718, -37.813846118 144.963571602, -37.813847142 144.96357136900002, -37.813848146000005 144.963571092, -37.81384915 144.96357078, -37.813850144 144.963570412, -37.813851128 144.96357001, -37.813852103 144.963569552, -37.813853058 144.96356906, -37.813854005 144.96356853400002, -37.813854932000005 144.963567952, -37.81385584 144.963567336, -37.813856739 144.963566687, -37.81385761 144.963565992, -37.813858472 144.963565265, -37.813859306000005 144.96356449200002, -37.813860121000005 144.963563697, -37.813860918 144.963562857, -37.813864041 144.963552196, -37.813875308 144.963513809, -37.813677036 144.96342134, -37.813629031000005 144.963398952, -37.813606173000004 144.96338828900002, -37.813615917 144.963355091, -37.813620206 144.96334047800002, -37.81360826 144.963334911, -37.813582385000004 144.96332284300001, -37.813568352000004 144.96337065400002, -37.813566395 144.96337733000001, -37.813499729 144.96334624300002, -37.813482053 144.963406479, -37.813609389 144.96346586500002, -37.813657403 144.96348825200002, -37.813835824 144.963571464, -37.813836847000005 144.96357168600002, -37.813837877000005 144.963571851))"
geoscape_melbourne_buildings_jun22.4562264,4562264,bld41712c6b803e,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,0,No,2021-04-04,No,2021-04-04,Special Use,17.87,16.8,27.71,5m,Flat Concrete,Moderate pitch or complexity,#CACAB0,20393500000,6,204.4,3653.66,,144.95796,-37.8138,5,Mixed,No,"POLYGON ((-37.813816586 144.958079563, -37.813827604000004 144.958084587, -37.813881483 144.95789634300002, -37.813843787 144.957879195, -37.813783174 144.957851637, -37.813729295 144.95803987000002, -37.813816586 144.958079563))"
geoscape_melbourne_buildings_jun22.4562267,4562267,bld561ee8bd6295,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,11,No,2021-04-04,No,2021-04-04,Special Use,35.38,35.38,9.24,5m,Flat Concrete,Flat,#9299A1,20393582000,8,103.91,3676.5,,144.96549,-37.8149,11,Flat,No,"POLYGON ((-37.814975077 144.965569423, -37.814990231 144.96551598000002, -37.814889206000004 144.96547045300002, -37.814899433 144.965434389, -37.814861196 144.96541715, -37.814850154000005 144.965456087, -37.814838192 144.965450691, -37.814823845 144.96550127100002, -37.814975077 144.965569423))"
geoscape_melbourne_buildings_jun22.4562269,4562269,bldcc2c33b4e321,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,19,No,2021-04-04,No,2021-04-04,Special Use,55.34,53.78,26.06,5m,Flat Concrete,Steep pitch or high complexity,#62645E,20394520000,10,327.45,17246.45,,144.95991,-37.8149,18,Hipped,No,"POLYGON ((-37.81493111 144.95988177700002, -37.814948521000005 144.959820944, -37.814881286 144.959790364, -37.814863866 144.959851197, -37.81478267 144.95981426400002, -37.814779407 144.959825679, -37.814754901 144.95991128900002, -37.815018290000005 144.960031084, -37.815046068 144.95993405800002, -37.814961221000004 144.959895477, -37.81493111 144.95988177700002))"
geoscape_melbourne_buildings_jun22.4562286,4562286,bld7951bc445a19,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,18.47,17.66,13.84,5m,Flat Concrete,Moderate pitch or complexity,#AC8A80,20393420000,5,143.63,2653.5,,144.96209,-37.81404,5,Hipped,No,"POLYGON ((-37.813981895000005 144.962115022, -37.814109277 144.962174428, -37.814132595000004 144.962095009, -37.813969827 144.962019106, -37.813946518 144.962098524, -37.813981895000005 144.962115022))"
geoscape_melbourne_buildings_jun22.4562289,4562289,bldb65dc9378281,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,24.78,24.6,27.52,5m,Flat Concrete,Moderate pitch or complexity,#C4C1B0,20664700000,15,474.63,11089.65,,144.95778,-37.81283,7,Hipped,No,"POLYGON ((-37.81298498 144.957840441, -37.812999002000005 144.95779836600002, -37.812881791 144.957736269, -37.812715228 144.957661026, -37.812641103000004 144.95764421200002, -37.812649926 144.957617741, -37.812596856 144.957593827, -37.812579684 144.95765437900002, -37.812576449000005 144.95766579300002, -37.812653444000006 144.957701066, -37.812776423 144.957757404, -37.812762846000005 144.95786730400002, -37.813082921 144.957917427, -37.813087847000006 144.957900059, -37.812981810000004 144.95785149, -37.81298498 144.957840441))"
geoscape_melbourne_buildings_jun22.4562292,4562292,bld440c5f8f7562,2022-03-11,2022-06-22,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,2,No,2021-04-04,No,2021-04-04,Special Use,33.33,31.63,8.94,5m,Flat Concrete,Moderate pitch or complexity,#CACBC4,20394230000,4,106.61,3553.54,,144.96427,-37.81433,11,Hipped,No,"POLYGON ((-37.814468063 144.964354288, -37.814478316 144.96431925800002, -37.814204263 144.964191711, -37.814194 144.964226741, -37.814468063 144.964354288))"
geoscape_melbourne_buildings_jun22.4562298,4562298,bld0ffb5b8e3958,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,22.74,22.74,26.88,5m,Flat Concrete,Flat,#B5BEAB,20664700000,18,1229.12,26574.49,,144.95799,-37.81294,6,Flat,No,"POLYGON ((-37.813288333 144.95804725000002, -37.813241348000005 144.95802607500002, -37.813154636 144.957987003, -37.813170185000004 144.957932175, -37.813165680000004 144.95793014100002, -37.813089104 144.95789564, -37.813087847000006 144.957900059, -37.813082921 144.957917427, -37.812762846000005 144.95786730400002, -37.812641995 144.95784837000002, -37.812529656 144.95783078000002, -37.812576449000005 144.95766579300002, -37.812579684 144.95765437900002, -37.812569766 144.95764991500002, -37.812500298 144.957894837, -37.812798709 144.95801776800002, -37.813106559000005 144.958156502, -37.813240257000004 144.958216749, -37.813288333 144.95804725000002))"
geoscape_melbourne_buildings_jun22.4562439,4562439,bld5591a07c41fd,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,13.29,13.29,25.55,5m,Flat Concrete,Flat,#36492F,20664700000,4,32.9,437.41,,144.95809,-37.81269,4,Flat,No,"POLYGON ((-37.812763429 144.95813838700002, -37.812769408 144.958117321, -37.812627708 144.958053468, -37.812621739 144.958074533, -37.812763429 144.95813838700002))"
geoscape_melbourne_buildings_jun22.4562308,4562308,blde380c5beb3d6,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,No,2021-04-04,Special Use,21.49,19.79,5.92,5m,Flat Concrete,Moderate pitch or complexity,#282C2A,20394280000,19,421.26,9052.06,,144.96454,-37.81651,6,Hipped,No,"POLYGON ((-37.81639278 144.964568746, -37.816396313000006 144.964556289, -37.816452198 144.96458147200002, -37.816433264000004 144.96464820900002, -37.816483509 144.964670855, -37.816556841 144.96470389700002, -37.816562863 144.96468267, -37.816576683 144.964633943, -37.816616129 144.964494849, -37.816634723 144.964429292, -37.816635623 144.964426121, -37.816524626 144.964376108, -37.816518136 144.96439896, -37.816496859000004 144.964474009, -37.816481077 144.964529639, -37.816411786 144.964498418, -37.816375284 144.96448197200002, -37.816358339000004 144.964541758, -37.816355451 144.964551925, -37.81639278 144.964568746))"
geoscape_melbourne_buildings_jun22.4562313,4562313,blda2f64c4b82f2,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,75,No,2021-04-04,No,2021-04-04,Special Use,36.19,36.19,14.39,5m,Flat Concrete,Flat,#DDDCC9,20394560000,14,1020.59,28242.53,,144.9616,-37.81559,12,Flat,No,"POLYGON ((-37.815738773 144.961702686, -37.815785888 144.961539821, -37.815393039 144.961359229, -37.815356825 144.961484386, -37.815528804 144.961563444, -37.815517895 144.96160115200001, -37.815469522 144.96176836700002, -37.815567747 144.961813524, -37.815675602 144.961863107, -37.81569426 144.961856539, -37.815738773 144.961702686), (-37.815605255 144.961683912, -37.815547734 144.96165747, -37.815558609 144.961619866, -37.81561613 144.961646308, -37.815605255 144.961683912))"
geoscape_melbourne_buildings_jun22.4562315,4562315,blded2ce48d7ac3,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,16.12,14.5,17.75,5m,Flat Concrete,Moderate pitch or complexity,#A6ADAA,20393410000,4,76.34,1230.92,,144.9605,-37.81625,5,Hipped,No,"POLYGON ((-37.816302676 144.960558819, -37.816320314 144.96049862700002, -37.816206125 144.960445459, -37.816188486 144.960505652, -37.816302676 144.960558819))"
